AllStar,Year,Player,PER,OWS,DWS,WS,WS/48,OBPM,DBPM,BPM,VORP,SsnScr,SsnScr_norm,PosGrp,Percentile
False,2019,Tyreke Evans,11.5,-1.7,2.0,0.3,0.01,-3.1,-0.5,-3.6,-0.6,0.2949604982485725,0.4708503747838904,BackCourt,0.30578512396694213
False,2019,Dante Exum,11.2,0.2,0.7,1.0,0.069,-2.6,-1.4,-4.0,-0.3,0.20393402765392085,0.32554329790667696,BackCourt,0.6115702479338843
False,2019,Kenneth Faried,21.6,2.1,0.9,2.9,0.193,-0.2,-1.0,-1.2,0.2,0.24038729138605958,0.38373425226256785,FrontCourt,0.53125
False,2019,Derrick Favors,21.8,4.4,3.5,7.9,0.215,1.1,3.2,4.3,2.8,0.3752644295054023,0.5990408828465444,FrontCourt,0.1597222222222222
False,2019,Cristiano Felício,13.4,0.9,0.4,1.4,0.08800000000000001,-2.5,-1.1,-3.5,-0.3,0.2026753986821846,0.3235341274361401,FrontCourt,0.6597222222222222
False,2019,Raymond Felton,11.2,0.3,0.4,0.7,0.087,-2.3,-1.9,-4.2,-0.2,0.17992287253657038,0.28721388955155897,BackCourt,0.7024793388429752
False,2019,Terrance Ferguson,6.4,1.2,1.6,2.8,0.07,-1.5,-0.5,-1.9,0.0,0.281829862798718,0.4498897218848558,BackCourt,0.35123966942148765
False,2019,Yogi Ferrell,12.7,1.3,0.6,1.9,0.087,-0.5,-1.8,-2.3,-0.1,0.23468625799634982,0.37463359734728446,BackCourt,0.5330578512396694
False,2019,Dorian Finney-Smith,11.0,1.2,2.0,3.3,0.079,-1.0,1.1,0.2,1.1,0.310521288902168,0.49569032506429905,FrontCourt,0.3055555555555556
False,2019,Bryn Forbes,12.0,2.5,1.3,3.8,0.079,1.0,-1.7,-0.7,0.7,0.339435904172057,0.5418472088416172,BackCourt,0.20661157024793386
False,2019,Evan Fournier,12.3,0.8,2.5,3.2,0.061,-0.4,-1.1,-1.5,0.3,0.38963780916779234,0.6219853491094273,BackCourt,0.10330578512396693
False,2019,De'Aaron Fox,18.1,3.2,2.5,5.6,0.106,1.1,0.0,1.1,2.0,0.4437155040562711,0.7083104775821594,BackCourt,0.05371900826446285
False,2019,Melvin Frazier,1.2,-0.2,0.0,-0.1,-0.133,-8.4,-4.5,-12.9,-0.1,0.09750036430131118,0.15564146163785644,BackCourt,0.9834710743801653
False,2019,Tim Frazier,11.7,1.3,0.7,2.0,0.084,-1.0,-1.3,-2.3,-0.1,0.25101170570497927,0.40069418246890653,BackCourt,0.49586776859504134
False,2019,Jimmer Fredette,3.6,-0.2,0.0,-0.2,-0.166,-7.6,-3.5,-11.1,-0.1,0.14040778125756856,0.22413528869207017,BackCourt,0.8801652892561983
False,2019,Channing Frye,8.9,0.1,0.0,0.1,0.016,-1.9,-2.9,-4.8,-0.2,0.1818951912081338,0.2903623348220721,FrontCourt,0.7604166666666666
False,2019,Markelle Fultz,10.5,-0.1,0.4,0.3,0.035,-2.9,-0.1,-3.1,-0.1,0.1681753645597588,0.26846114616218125,BackCourt,0.7479338842975207
False,2019,Danilo Gallinari,21.0,6.4,1.8,8.2,0.191,4.2,-1.2,2.9,2.6,0.39052551724651674,0.6234024123570416,FrontCourt,0.12152777777777779
False,2019,Langston Galloway,10.7,2.1,1.3,3.4,0.094,0.2,-1.6,-1.3,0.3,0.2683196117450765,0.4283230822507219,BackCourt,0.4173553719008265
False,2019,Billy Garrett,9.8,0.0,0.0,0.0,-0.019,-4.0,-4.4,-8.4,-0.1,0.13059885239380223,0.20847713155185302,BackCourt,0.9132231404958677
False,2019,Marc Gasol,16.7,2.0,4.0,6.0,0.11800000000000001,-0.3,3.1,2.8,3.0,0.42889068579552353,0.6846453723371393,FrontCourt,0.0625
False,2019,Pau Gasol,16.7,0.5,0.5,1.1,0.142,-2.1,2.7,0.6,0.2,0.20455301688015262,0.32653140075736037,FrontCourt,0.6493055555555556
False,2019,Rudy Gay,17.5,2.2,2.2,4.4,0.115,0.2,0.8,1.0,1.4,0.3598016637164954,0.574357411296511,FrontCourt,0.18055555555555558
True,2019,Paul George,23.3,7.0,4.9,11.9,0.201,4.7,0.7,5.5,5.3,0.5303416648406307,0.8465932663406459,FrontCourt,0.01041666666666663
False,2019,Taj Gibson,17.8,3.7,1.4,5.1,0.14400000000000002,0.8,0.2,1.0,1.3,0.33639213462054873,0.536988388617915,FrontCourt,0.2534722222222222
False,2019,Harry Giles,14.4,0.0,1.0,1.0,0.055999999999999994,-3.0,0.9,-2.1,0.0,0.2368994112892442,0.37816649095033,FrontCourt,0.5486111111111112
False,2019,Shai Gilgeous-Alexander,13.4,1.5,1.9,3.3,0.07400000000000001,-0.6,0.2,-0.3,0.9,0.35379489143128795,0.5647687002707115,BackCourt,0.17355371900826444
False,2019,Rudy Gobert,24.6,8.7,5.7,14.4,0.268,2.0,5.1,7.0,5.9,0.4911993883523194,0.7841097959646081,FrontCourt,0.03125
False,2019,Brandon Goodwin,8.3,0.0,0.0,0.0,0.021,-4.5,-6.4,-10.9,-0.1,0.13158641754545722,0.21005359831449183,BackCourt,0.8966942148760331
False,2019,Aaron Gordon,15.1,1.8,3.3,5.1,0.09300000000000001,-0.2,1.2,1.0,2.0,0.4136391579574412,0.6602991034596838,FrontCourt,0.07291666666666663
False,2019,Eric Gordon,12.2,1.7,1.0,2.6,0.059000000000000004,0.0,-2.9,-2.9,-0.5,0.3354803185735802,0.5355328414175325,BackCourt,0.2148760330578512
False,2019,Marcin Gortat,12.8,0.6,0.8,1.4,0.08900000000000001,-2.5,1.4,-1.1,0.2,0.2399438572045575,0.3830263908648823,FrontCourt,0.5347222222222222
False,2019,Devonte' Graham,10.3,0.2,0.3,0.5,0.035,-1.6,-2.7,-4.3,-0.4,0.19464747603081287,0.31071902028932147,BackCourt,0.640495867768595
False,2019,Treveon Graham,6.1,-0.1,0.6,0.5,0.033,-2.8,-0.1,-2.9,-0.2,0.18834131880438243,0.3006523960764459,BackCourt,0.6694214876033058
False,2019,Jerami Grant,13.8,4.0,3.3,7.3,0.134,-0.6,0.9,0.3,1.5,0.3779899040910888,0.603391603494748,FrontCourt,0.14930555555555558
False,2019,Jerian Grant,10.8,0.5,1.1,1.7,0.085,-1.9,-0.1,-2.0,0.0,0.2218102118265796,0.3540793495725137,BackCourt,0.5743801652892562
False,2019,Donte Grantham,-38.1,0.0,0.0,0.0,-0.946,-25.2,-13.6,-38.9,0.0,0.07000417843645364,0.11174884043443961,FrontCourt,0.9930555555555556
False,2019,Danny Green,13.0,3.0,2.9,5.9,0.128,1.7,1.2,2.9,2.7,0.3543114603138509,0.5655933078144357,BackCourt,0.16942148760330578
False,2019,Draymond Green,12.9,1.1,3.2,4.3,0.1,-1.4,3.4,2.0,2.1,0.362342228828714,0.5784129578607254,FrontCourt,0.17013888888888884
False,2019,Gerald Green,11.4,0.9,1.0,1.9,0.061,-0.8,-2.6,-3.4,-0.5,0.280324459092304,0.44748662077953855,BackCourt,0.359504132231405
False,2019,JaMychal Green,14.7,0.9,1.9,2.9,0.10099999999999999,-1.5,0.0,-1.5,0.2,0.3058380140071991,0.48821433505002343,FrontCourt,0.3125
False,2019,Jeff Green,13.6,2.8,0.8,3.6,0.083,0.2,-1.4,-1.2,0.4,0.3461412514392295,0.5525510667905675,FrontCourt,0.21875
True,2019,Blake Griffin,21.0,5.1,2.9,8.0,0.147,4.2,0.4,4.6,4.4,0.4855092457721742,0.7750265262307154,FrontCourt,0.03472222222222221
False,2019,Daniel Hamilton,7.1,-0.2,0.1,-0.1,-0.024,-5.0,-0.9,-5.8,-0.2,0.15265661456715401,0.2436883060917878,BackCourt,0.8264462809917356
False,2019,Dusty Hannahs,4.5,-0.1,0.0,-0.1,-0.125,-7.2,-5.1,-12.2,-0.1,0.12483297246488999,0.19927296102187467,BackCourt,0.9256198347107438
False,2019,Tim Hardaway,13.6,1.0,0.9,1.8,0.043,0.5,-2.9,-2.4,-0.2,0.34921919085812214,0.5574644329448597,BackCourt,0.18181818181818177
True,2019,James Harden,30.6,11.4,3.8,15.2,0.254,10.5,1.1,11.7,9.9,0.6264421014509177,1.0,BackCourt,0.004132231404958664
False,2019,Maurice Harkless,13.2,1.5,1.9,3.4,0.114,-0.1,2.3,2.2,1.5,0.28213913591646106,0.4503834197334307,FrontCourt,0.3784722222222222
False,2019,Montrezl Harrell,23.4,6.1,2.6,8.7,0.193,2.6,1.6,4.2,3.4,0.4057558880415536,0.6477149078929602,FrontCourt,0.08333333333333337
False,2019,Devin Harris,10.7,0.6,0.9,1.5,0.068,-1.3,-0.9,-2.2,-0.1,0.25434161585110365,0.40600977370776464,BackCourt,0.4669421487603306
False,2019,Gary Harris,12.2,1.1,1.5,2.6,0.076,-0.7,-1.0,-1.8,0.1,0.2864119870369057,0.4572042434145788,BackCourt,0.33884297520661155
False,2019,Joe Harris,13.5,3.8,1.7,5.5,0.11599999999999999,1.4,-0.5,1.0,1.7,0.3593796071889593,0.5736836754052632,BackCourt,0.15702479338842978
False,2019,Tobias Harris,17.2,4.5,2.6,7.1,0.12,1.1,-0.6,0.5,1.8,0.4476439156213861,0.7145814666424674,FrontCourt,0.04166666666666663
False,2019,Andrew Harrison,5.8,-0.1,0.0,-0.1,-0.027000000000000003,-3.8,-2.7,-6.6,-0.2,0.15298991187420366,0.244220354155412,BackCourt,0.8181818181818181
False,2019,Shaquille Harrison,12.4,-0.1,1.6,1.4,0.048,-2.7,1.4,-1.3,0.2,0.26719015387330547,0.4265201097666646,BackCourt,0.4297520661157025
False,2019,Josh Hart,9.3,0.2,1.9,2.1,0.059000000000000004,-1.8,1.1,-0.7,0.6,0.2759890257200635,0.4405658960035391,BackCourt,0.37603305785123964
False,2019,Isaiah Hartenstein,10.0,0.2,0.3,0.5,0.10099999999999999,-3.0,2.4,-0.6,0.1,0.17382151923265293,0.2774741972642974,FrontCourt,0.7847222222222222
False,2019,Udonis Haslem,3.6,-0.2,0.1,-0.1,-0.075,-10.2,-3.9,-14.1,-0.2,0.14161459741068905,0.22606174949399482,FrontCourt,0.9236111111111112
False,2019,Gordon Hayward,15.6,2.6,2.3,4.9,0.126,0.1,0.4,0.5,1.2,0.3232671342387003,0.5160367310721509,FrontCourt,0.2847222222222222
False,2019,John Henson,17.1,0.1,0.4,0.6,0.146,-1.8,3.1,1.3,0.2,0.18486197236281493,0.29509825718075405,FrontCourt,0.7534722222222222
False,2019,Juan Hernangómez,11.0,1.6,1.4,3.0,0.105,-0.9,0.0,-0.9,0.4,0.256659782667726,0.409710302154453,FrontCourt,0.4652777777777778
False,2019,Willy Hernangómez,20.4,1.8,0.8,2.6,0.153,0.2,-0.4,-0.2,0.4,0.2609304586572701,0.4165276536377787,FrontCourt,0.44791666666666663
False,2019,Mario Hezonja,10.8,-1.1,1.1,-0.1,-0.003,-3.6,-0.4,-4.0,-0.6,0.264775218431057,0.4226651079450195,FrontCourt,0.4340277777777778
False,2019,Isaiah Hicks,17.4,0.1,0.0,0.1,0.153,-2.6,3.2,0.6,0.0,0.14815196199217193,0.23649745387328466,FrontCourt,0.8958333333333334
False,2019,Buddy Hield,17.5,4.3,1.6,5.9,0.10800000000000001,3.1,-2.0,1.1,2.1,0.43797176797152204,0.6991416556408406,BackCourt,0.06611570247933884
False,2019,Haywood Highsmith,4.5,0.0,0.0,0.0,-0.023,-5.5,-1.8,-7.3,-0.1,0.10651246762818607,0.17002763285144784,FrontCourt,0.9652777777777778
False,2019,Nenê Hilário,11.9,0.8,0.6,1.4,0.12300000000000001,-3.0,1.1,-2.0,0.0,0.18447867214356448,0.2944863886323875,FrontCourt,0.7569444444444444
False,2019,George Hill,12.1,1.5,1.3,2.8,0.10300000000000001,-0.6,-0.4,-1.0,0.3,0.25370624384995677,0.40499551875958145,BackCourt,0.4752066115702479
False,2019,Solomon Hill,6.8,0.1,0.4,0.5,0.028999999999999998,-2.1,-0.2,-2.3,-0.1,0.20197165261999386,0.3224107258311701,FrontCourt,0.6631944444444444
False,2019,Aaron Holiday,11.9,0.1,0.8,0.9,0.065,-1.5,-1.1,-2.6,-0.1,0.21194810724166466,0.33833630713958485,BackCourt,0.578512396694215
False,2019,Jrue Holiday,19.4,3.5,1.9,5.4,0.10800000000000001,2.9,-0.1,2.8,2.9,0.43136717518719603,0.6885986337573673,BackCourt,0.07024793388429751
False,2019,Justin Holiday,10.0,-0.4,2.5,2.1,0.038,-1.3,0.6,-0.8,0.8,0.36258016446514874,0.5787927784952002,BackCourt,0.14876033057851235
False,2019,John Holland,0.0,0.0,0.0,0.0,-0.032,-6.3,-1.0,-7.3,0.0,0.025957538829560246,0.04143645321640956,FrontCourt,1.0
False,2019,Rondae Hollis-Jefferson,12.5,-0.5,1.7,1.2,0.047,-4.3,1.2,-3.0,-0.3,0.2623211959615666,0.4187477108482941,FrontCourt,0.4409722222222222
False,2019,Richaun Holmes,20.7,3.1,1.1,4.3,0.17300000000000001,-0.1,1.5,1.4,1.0,0.298841809282687,0.4770461764790908,FrontCourt,0.32291666666666663
False,2019,Rodney Hood,12.3,2.1,0.5,2.6,0.065,-0.2,-2.1,-2.4,-0.2,0.2994544714329607,0.47802417931264035,BackCourt,0.2892561983471075
False,2019,Al Horford,20.2,4.5,2.9,7.5,0.18100000000000002,2.1,2.7,4.8,3.4,0.3774587767720211,0.6025437560754293,FrontCourt,0.15625
False,2019,Danuel House,12.2,1.6,0.7,2.3,0.113,0.4,-1.1,-0.6,0.3,0.23169299483592012,0.3698554013200747,FrontCourt,0.5729166666666667
False,2019,Dwight Howard,17.4,0.4,0.2,0.6,0.124,-2.9,-2.3,-5.2,-0.2,0.18505519747545246,0.29540670565857824,FrontCourt,0.75
False,2019,Kevin Huerter,10.1,0.7,0.7,1.5,0.034,-0.9,-1.0,-1.9,0.1,0.31705325497077097,0.5061174117072212,BackCourt,0.24380165289256195
False,2019,Isaac Humphries,3.4,-0.1,0.0,-0.1,-0.047,-6.5,-6.3,-12.8,-0.2,0.09363883624174968,0.14947723983568553,FrontCourt,0.9756944444444444
False,2019,R.J. Hunter,21.5,0.1,0.0,0.1,0.226,7.0,-3.7,3.4,0.0,0.1509277093745293,0.2409284258273222,BackCourt,0.8388429752066116
False,2019,Chandler Hutchison,8.8,0.0,0.6,0.6,0.03,-3.9,-0.4,-4.3,-0.5,0.19280185522368348,0.30777282493805963,FrontCourt,0.7083333333333333
False,2019,Serge Ibaka,18.7,2.8,3.3,6.1,0.146,-0.7,1.2,0.5,1.3,0.38984648524028964,0.6223184622127995,FrontCourt,0.125
False,2019,Andre Iguodala,13.1,2.4,1.8,4.2,0.129,0.2,1.7,1.9,1.6,0.2782341934854095,0.4441498948442076,FrontCourt,0.39236111111111116
False,2019,Ersan ?lyasova,11.6,1.2,1.9,3.0,0.11900000000000001,-1.5,0.1,-1.3,0.2,0.2670748836807311,0.42633610203106165,FrontCourt,0.42708333333333337
False,2019,Joe Ingles,13.4,2.5,3.6,6.0,0.113,1.0,0.8,1.8,2.5,0.39990177003599237,0.6383698814459791,FrontCourt,0.09375
False,2019,Andre Ingram,-11.9,-0.1,0.0,-0.1,-0.408,-16.9,-3.0,-19.9,-0.1,0.07184438429383133,0.11468639181088054,BackCourt,0.987603305785124
False,2019,Brandon Ingram,13.4,0.6,1.4,2.0,0.055,-2.2,-0.6,-2.8,-0.3,0.3166990719475053,0.5055520234256141,FrontCourt,0.29861111111111116
True,2019,Kyrie Irving,24.3,6.2,2.9,9.1,0.19699999999999998,6.0,0.4,6.4,4.7,0.4418928414000888,0.7054009307110906,BackCourt,0.05785123966942152
False,2019,Jonathan Isaac,13.0,0.9,3.1,4.0,0.096,-1.9,2.0,0.1,1.1,0.3362500035014861,0.5367615023362723,FrontCourt,0.2569444444444444
False,2019,Wesley Iwundu,8.7,0.5,1.4,1.9,0.073,-3.4,0.7,-2.7,-0.2,0.23468523816888437,0.3746319693796509,FrontCourt,0.5659722222222222
False,2019,Demetrius Jackson,21.0,0.2,0.0,0.2,0.231,4.4,-3.4,1.0,0.0,0.15877221832016658,0.2534507466091925,BackCourt,0.7975206611570248
False,2019,Frank Jackson,9.4,0.1,0.4,0.4,0.018000000000000002,-2.2,-2.8,-5.0,-0.9,0.22927632692062536,0.36599763392274065,BackCourt,0.5454545454545454
False,2019,Jaren Jackson,16.4,1.2,2.2,3.3,0.105,-1.4,1.4,0.1,0.8,0.3314030076739819,0.5290241618601486,FrontCourt,0.26736111111111116
False,2019,Josh Jackson,10.6,-2.8,1.1,-1.7,-0.04,-4.3,-0.5,-4.8,-1.4,0.34920972548804785,0.5574493232163591,BackCourt,0.18595041322314054
False,2019,Justin Jackson,11.3,2.0,0.9,2.9,0.086,-0.4,-1.2,-1.6,0.2,0.26101833469562136,0.4166679316269939,FrontCourt,0.4444444444444444
False,2019,Reggie Jackson,15.2,3.1,1.9,5.0,0.105,1.8,-2.0,-0.3,1.0,0.3926651583942075,0.6268179572936529,BackCourt,0.0950413223140496
True,2019,LeBron James,25.6,4.7,2.6,7.2,0.179,6.2,1.9,8.1,4.9,0.4325146433931827,0.6904303564390468,FrontCourt,0.05208333333333337
False,2019,Amile Jefferson,21.1,0.2,0.1,0.4,0.258,-0.2,2.3,2.1,0.1,0.16112677789555152,0.2572093694251422,FrontCourt,0.8333333333333334
False,2019,John Jenkins,9.7,0.2,0.0,0.2,0.031,-1.7,-3.6,-5.2,-0.3,0.15974707760736334,0.2550069307879679,BackCourt,0.7933884297520661
False,2019,Jonas Jerebko,13.5,2.1,1.2,3.3,0.13,0.6,-0.6,0.0,0.6,0.2716014464799798,0.4335619299068775,FrontCourt,0.4097222222222222
False,2019,Alize Johnson,6.3,-0.1,0.1,0.0,0.027000000000000003,-8.3,0.2,-8.1,-0.1,0.12009924088248383,0.19171642615386014,FrontCourt,0.9548611111111112
False,2019,Amir Johnson,13.1,0.4,0.7,1.1,0.098,-1.4,0.6,-0.7,0.2,0.22707603823004316,0.36248527629944866,FrontCourt,0.59375
False,2019,B.J. Johnson,12.8,0.0,0.0,0.1,0.066,-3.1,-5.4,-8.5,-0.1,0.14992101144694653,0.23932141709458998,FrontCourt,0.8888888888888888
False,2019,James Johnson,10.9,0.0,1.5,1.5,0.062,-2.5,0.9,-1.6,0.1,0.2623527963920467,0.41879815514379554,FrontCourt,0.4375
False,2019,Stanley Johnson,9.6,-1.1,1.6,0.5,0.021,-3.2,0.6,-2.6,-0.2,0.2584522589160615,0.41257166195799094,FrontCourt,0.45486111111111116
False,2019,Tyler Johnson,12.4,0.9,1.4,2.3,0.071,-0.6,-0.4,-1.0,0.4,0.2775212944223554,0.4430118821509308,BackCourt,0.371900826446281
False,2019,Wesley Johnson,5.5,-0.3,0.3,0.0,0.001,-3.6,-0.7,-4.3,-0.3,0.18033800556805765,0.2878765733503103,FrontCourt,0.7673611111111112
True,2019,Nikola Jokic,26.3,7.5,4.3,11.8,0.226,5.7,3.8,9.5,7.3,0.5154975265869082,0.8228973202678298,FrontCourt,0.01388888888888884
False,2019,Damian Jones,15.3,1.0,0.5,1.5,0.17300000000000001,0.5,2.5,3.0,0.5,0.197444292609055,0.31518362535300465,FrontCourt,0.6909722222222222
False,2019,Derrick Jones,14.0,1.2,1.7,2.9,0.121,-1.3,1.5,0.2,0.6,0.2527795510811153,0.4035162235993501,FrontCourt,0.4930555555555556
False,2019,Jalen Jones,11.7,0.2,0.1,0.3,0.055999999999999994,-1.2,-2.2,-3.4,-0.1,0.16000008213361533,0.25541080614319384,FrontCourt,0.8402777777777778
False,2019,Jemerrio Jones,12.1,0.0,0.2,0.2,0.084,-2.9,3.7,0.8,0.1,0.140207992875639,0.22381636315774417,FrontCourt,0.9270833333333334
False,2019,Terrence Jones,-15.8,-0.1,0.0,-0.1,-0.6609999999999999,-36.1,-16.2,-52.3,-0.1,0.15160828105257582,0.24201483377543145,FrontCourt,0.8715277777777778
False,2019,Tyus Jones,13.7,2.1,0.9,3.0,0.091,-0.3,-1.5,-1.8,0.1,0.2599946998118092,0.4150338861478646,BackCourt,0.4504132231404959
False,2019,DeAndre Jordan,19.0,4.0,3.1,7.1,0.16699999999999998,-0.9,3.3,2.4,2.3,0.4020119119966596,0.6417383363371492,FrontCourt,0.08680555555555558
False,2019,Cory Joseph,11.0,0.5,2.9,3.5,0.081,-2.0,1.4,-0.5,0.8,0.2910876484052293,0.4646680798289805,BackCourt,0.31818181818181823
False,2019,Frank Kaminsky,16.8,1.3,0.5,1.8,0.114,1.1,-1.9,-0.9,0.2,0.23290136934300468,0.37178434974848623,FrontCourt,0.5694444444444444
False,2019,Enes Kanter,22.3,3.9,1.6,5.4,0.159,1.5,-0.2,1.3,1.4,0.35531722393479637,0.5671988250978622,FrontCourt,0.19444444444444442
False,2019,Luke Kennard,11.9,1.3,1.3,2.5,0.085,-0.5,-1.0,-1.5,0.2,0.2583052830200005,0.41233704187782616,BackCourt,0.4545454545454546
False,2019,Michael Kidd-Gilchrist,13.3,1.5,1.0,2.5,0.1,-1.7,0.4,-1.3,0.2,0.2527777364223929,0.40351332682929236,FrontCourt,0.4965277777777778
False,2019,George King,1.9,0.0,0.0,0.0,-0.001,-8.8,-1.8,-10.6,0.0,0.035641142317907,0.05689455136453583,FrontCourt,0.9965277777777778
False,2019,Maxi Kleber,13.1,1.6,1.8,3.5,0.111,-0.8,2.3,1.5,1.3,0.29327724854028525,0.4681633751323845,FrontCourt,0.3368055555555556
False,2019,Brandon Knight,8.9,-0.1,0.0,0.0,-0.002,-1.9,-3.1,-5.0,-0.6,0.20089187068808895,0.3206870518804506,BackCourt,0.628099173553719
False,2019,Kevin Knox,8.7,-2.2,0.9,-1.3,-0.03,-3.6,-2.4,-6.0,-2.2,0.3306727125006789,0.5278583794652368,FrontCourt,0.27083333333333337
False,2019,Furkan Korkmaz,11.5,0.4,0.7,1.1,0.079,-0.8,-1.5,-2.2,0.0,0.20745615571149606,0.33116572981126563,BackCourt,0.5991735537190083
False,2019,Luke Kornet,14.8,0.6,0.7,1.4,0.083,0.1,0.6,0.7,0.5,0.22930575657320423,0.3660446129691852,FrontCourt,0.5833333333333333
False,2019,Kyle Korver,11.2,1.0,1.3,2.3,0.08199999999999999,0.0,-1.5,-1.5,0.2,0.26796408468748123,0.42775554846464364,BackCourt,0.42148760330578516
False,2019,Kosta Koufos,12.3,0.0,0.7,0.7,0.063,-4.3,1.8,-2.5,-0.1,0.18763498948147633,0.2995248707692066,FrontCourt,0.7326388888888888
False,2019,Rodions Kurucs,11.0,0.1,1.5,1.6,0.059000000000000004,-2.6,0.2,-2.4,-0.1,0.2772735408792536,0.4426163890278984,FrontCourt,0.39583333333333337
False,2019,Kyle Kuzma,14.0,1.2,1.9,3.1,0.065,-0.3,-1.3,-1.7,0.2,0.3782473424238556,0.603802556609442,FrontCourt,0.14583333333333337
False,2019,Skal Labissière,12.6,0.1,0.2,0.3,0.08900000000000001,-2.4,0.6,-1.8,0.0,0.17047306672282816,0.27212900654025546,FrontCourt,0.7951388888888888
False,2019,Jeremy Lamb,17.3,3.3,2.0,5.3,0.113,0.6,-0.6,0.1,1.2,0.3790110294855252,0.6050216430340307,BackCourt,0.12396694214876036
False,2019,Zach LaVine,18.7,1.7,1.1,2.8,0.062,1.8,-1.7,0.0,1.1,0.4038336657831036,0.6446464323642594,BackCourt,0.08677685950413228
False,2019,Jake Layman,13.5,1.9,1.2,3.1,0.111,0.4,-0.6,-0.3,0.6,0.26852872169225916,0.4286568879555082,FrontCourt,0.42361111111111116
False,2019,T.J. Leaf,16.9,0.9,0.7,1.6,0.14800000000000002,-1.0,0.0,-1.0,0.1,0.19276683031329034,0.3077169140880193,FrontCourt,0.7118055555555556
False,2019,Courtney Lee,10.3,0.1,0.4,0.4,0.05,-2.5,-0.2,-2.8,-0.1,0.17713674652792488,0.28276635002285794,BackCourt,0.7231404958677685
False,2019,Damion Lee,11.9,0.3,0.4,0.7,0.09,-1.1,-2.5,-3.6,-0.2,0.17845486630841348,0.28487048666603004,BackCourt,0.71900826446281
False,2019,Walt Lemon,16.3,-0.1,0.2,0.1,0.026000000000000002,-1.5,0.1,-1.4,0.0,0.16114630644431377,0.2572405431740282,BackCourt,0.7851239669421488
False,2019,Alex Len,17.2,2.2,1.0,3.2,0.1,-0.1,-0.8,-0.9,0.4,0.3415831531079084,0.5452748982176635,FrontCourt,0.23263888888888884
True,2019,Kawhi Leonard,25.8,6.1,3.4,9.5,0.22399999999999998,4.3,0.7,5.0,3.6,0.4161411891657473,0.6642931377088364,FrontCourt,0.06944444444444442
False,2019,Meyers Leonard,15.8,2.1,0.9,3.0,0.16399999999999998,1.8,-0.4,1.4,0.8,0.25086678949124974,0.4004628502940832,FrontCourt,0.5
False,2019,Jon Leuer,13.2,0.4,0.5,0.9,0.11,-2.9,-0.1,-3.0,-0.1,0.18762686568385334,0.29951190261523963,FrontCourt,0.7361111111111112
False,2019,Caris LeVert,14.9,0.5,1.2,1.7,0.077,-0.3,0.1,-0.2,0.5,0.25457205209654965,0.4063776229390221,FrontCourt,0.47916666666666663
True,2019,Damian Lillard,23.7,9.7,2.4,12.1,0.205,6.6,-1.1,5.5,5.4,0.49699093431090496,0.793354937606863,BackCourt,0.02066115702479343
False,2019,Jeremy Lin,13.5,1.2,0.9,2.1,0.07,-1.1,-1.8,-2.9,-0.3,0.30044121580276,0.47959933584748027,BackCourt,0.28099173553719003
False,2019,Shaun Livingston,11.7,1.2,0.9,2.0,0.10099999999999999,-1.9,0.5,-1.5,0.1,0.209699216252656,0.3347463648547353,BackCourt,0.5867768595041323
False,2019,Zach Lofton,-10.0,-0.1,0.0,0.0,-0.447,-17.0,8.1,-8.9,0.0,0.11714725122827094,0.18700411571467396,BackCourt,0.9421487603305785
False,2019,Kevon Looney,17.3,4.2,1.8,6.0,0.19399999999999998,1.9,1.8,3.7,2.1,0.29593035301215287,0.4723985701579466,FrontCourt,0.32986111111111116
False,2019,Brook Lopez,14.6,2.3,4.3,6.7,0.138,-0.2,2.9,2.7,2.8,0.3979559270854797,0.6352636998116257,FrontCourt,0.09722222222222221
False,2019,Robin Lopez,15.9,2.0,0.7,2.7,0.081,-1.0,-0.1,-1.1,0.4,0.3025628963622312,0.48298620999683445,FrontCourt,0.3159722222222222
False,2019,Kevin Love,19.5,1.0,0.4,1.3,0.106,0.8,-2.4,-1.7,0.0,0.24453729477698372,0.39035897205919745,FrontCourt,0.5138888888888888
True,2019,Kyle Lowry,16.5,3.6,3.0,6.6,0.14400000000000002,2.5,0.6,3.1,2.8,0.39229612682493975,0.6262288660298105,BackCourt,0.09917355371900827
False,2019,Jordan Loyd,16.3,0.2,0.0,0.2,0.19,1.0,-3.0,-2.0,0.0,0.15648024721764425,0.2497920348188868,BackCourt,0.8057851239669421
False,2019,Kalin Lucas,16.6,0.0,0.0,0.0,0.23800000000000002,-1.0,0.5,-0.6,0.0,0.1631358030085673,0.2604164098018389,BackCourt,0.7727272727272727
False,2019,Timothé Luwawu-Cabarrot,8.0,-0.3,0.5,0.2,0.015,-3.3,-1.7,-5.0,-0.5,0.1937370184767605,0.30926564167389375,FrontCourt,0.7048611111111112
False,2019,Tyler Lydon,9.3,0.1,0.1,0.2,0.086,-1.4,-1.2,-2.5,0.0,0.14994925980438725,0.23936651041985546,FrontCourt,0.8854166666666666
False,2019,Trey Lyles,12.7,-0.2,1.4,1.2,0.05,-2.6,-0.7,-3.3,-0.4,0.25946198836895706,0.41418350996526393,FrontCourt,0.45138888888888884
False,2019,Scott Machado,22.2,0.1,0.0,0.1,0.281,2.4,-6.8,-4.4,0.0,0.16727199280540975,0.2670190787272871,BackCourt,0.756198347107438
False,2019,Shelvin Mack,10.4,-0.2,1.1,0.9,0.034,-2.6,-1.5,-4.1,-0.7,0.23601580143030867,0.37675596975948256,BackCourt,0.5289256198347108
