Year,Team,Starter,Player,Tm,MP,FG,FGA,3P,3PA,FT,FTA,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS,FG%,3P%,FT%
2010,EAST,1,Joe Johnson,ATL,17:50,4,8,2,5,0,0,0,1,1,1,2,0,0,0,10,0.5,0.4,
2010,EAST,1,Kevin Garnett,BOS,12:43,2,4,0,0,0,0,0,3,3,2,0,1,2,0,4,0.5,,
2010,EAST,0,Chris Bosh,TOR,5:08,9,16,0,0,5,7,2,8,10,1,2,0,3,0,23,0.563,,0.714
2010,EAST,0,Rajon Rondo,BOS,19:49,2,3,0,0,0,0,1,0,1,5,1,0,2,1,4,0.667,,
2010,EAST,0,Gerald Wallace,CHA,15:32,1,3,0,0,0,0,0,3,3,1,0,0,0,0,2,0.333,,
2010,EAST,0,Derrick Rose,CHI,15:25,4,8,0,0,0,0,0,0,0,4,3,0,1,0,8,0.5,,
2010,EAST,0,Al Horford,ATL,14:19,4,5,0,0,0,1,0,4,4,2,1,1,0,1,8,0.8,,0
2010,EAST,0,David Lee,NYK,12:26,2,3,0,0,0,0,0,2,2,1,0,0,3,1,4,0.667,,
2010,EAST,0,Paul Pierce,BOS,11:36,3,6,2,3,0,0,0,0,0,0,1,0,1,0,8,0.5,0.667,
2010,WEST,1,Carmelo Anthony,DEN,4:59,13,22,1,4,0,1,4,6,10,2,0,0,2,0,27,0.591,0.25,0
2010,WEST,1,Dirk Nowitzki,DAL,3:43,8,15,0,1,6,6,0,4,4,2,1,0,2,2,22,0.533,0,1
2010,WEST,1,Steve Nash,PHO,19:59,2,4,0,0,0,0,1,0,1,13,0,0,2,0,4,0.5,,
2010,WEST,1,Amar'e Stoudemire,PHO,19:57,5,10,0,0,2,2,3,7,10,0,1,0,2,0,12,0.5,,1
2010,WEST,1,Tim Duncan,SAS,13:07,1,4,0,0,1,2,1,3,4,0,2,0,3,1,3,0.25,,0.5
2010,WEST,0,Deron Williams,UTA,4:01,6,11,2,4,0,0,0,3,3,6,4,1,5,4,14,0.545,0.5,
2010,WEST,0,Chauncey Billups,DEN,1:44,6,11,5,8,0,0,0,0,0,5,1,0,2,1,17,0.545,0.625,
2010,WEST,0,Pau Gasol,LAL,20:18,5,9,0,0,3,3,2,4,6,0,1,0,0,3,13,0.556,,1
2010,WEST,0,Kevin Durant,OKC,20:17,7,14,1,3,0,0,1,4,5,0,0,0,2,0,15,0.5,0.333,
2010,WEST,0,Zach Randolph,MEM,19:01,4,10,0,0,0,0,3,3,6,2,2,0,1,2,8,0.4,,
2010,WEST,0,Chris Kaman,LAC,10:43,2,4,0,0,0,0,2,1,3,1,0,0,1,0,4,0.5,,
2010,WEST,0,Jason Kidd,DAL,6:11,0,1,0,1,0,0,0,2,2,1,1,0,1,0,0,0,0,
2011,WEST,1,Kevin Durant,OKC,6:00,11,23,4,11,8,8,0,3,3,2,2,2,0,3,34,0.478,0.364,1
2011,WEST,1,Kobe Bryant,LAL,5:21,14,26,2,7,7,8,10,4,14,3,3,0,4,2,37,0.538,0.286,0.875
2011,WEST,1,Chris Paul,NOH,4:32,3,7,2,3,2,2,1,3,4,7,5,0,3,3,10,0.429,0.667,1
2011,WEST,1,Carmelo Anthony,DEN,22:44,4,10,0,1,0,0,3,4,7,2,1,1,2,3,8,0.4,0,
2011,WEST,1,Tim Duncan,SAS,11:40,1,4,0,0,0,0,1,2,3,2,2,0,0,0,2,0.25,,
2011,WEST,0,Pau Gasol,LAL,0:22,8,13,0,1,1,2,6,1,7,2,0,2,1,3,17,0.615,0,0.5
2011,WEST,0,Manu Ginóbili,SAS,20:43,2,7,0,3,3,4,1,2,3,5,3,0,2,3,7,0.286,0,0.75
2011,WEST,0,Deron Williams,UTA,17:53,2,7,1,3,0,0,0,1,1,7,1,1,2,0,5,0.286,0.333,
2011,WEST,0,Blake Griffin,LAC,14:39,4,6,0,0,0,0,2,3,5,5,0,0,0,0,8,0.667,,
2011,WEST,0,Dirk Nowitzki,DAL,14:14,3,8,0,1,0,0,0,5,5,1,1,1,0,0,6,0.375,0,
2011,WEST,0,Russell Westbrook,OKC,14:08,6,12,0,1,0,2,3,2,5,2,0,0,0,1,12,0.5,0,0
2011,WEST,0,Kevin Love,MIN,11:44,1,3,0,0,0,0,0,4,4,1,0,0,1,0,2,0.333,,
2011,EAST,1,LeBron James,MIA,8:20,10,18,0,3,9,10,2,10,12,10,0,0,4,3,29,0.556,0,0.9
2011,EAST,1,Derrick Rose,CHI,5:57,5,13,0,1,1,2,1,2,3,5,1,0,1,0,11,0.385,0,0.5
2011,EAST,1,Amar'e Stoudemire,NYK,4:04,11,20,1,2,6,6,3,3,6,2,0,1,1,0,29,0.55,0.5,1
2011,EAST,1,Dwight Howard,ORL,21:17,2,4,0,2,1,2,2,5,7,1,1,0,2,4,5,0.5,0,0.5
2011,EAST,1,Dwyane Wade,MIA,20:16,6,9,0,1,2,2,1,3,4,2,1,0,4,2,14,0.667,0,1
2011,EAST,0,Chris Bosh,MIA,20:56,7,10,0,1,0,1,2,3,5,2,0,1,3,0,14,0.7,0,0
2011,EAST,0,Rajon Rondo,BOS,20:34,3,5,0,0,0,0,2,0,2,8,0,0,2,0,6,0.6,,
2011,EAST,0,Joe Johnson,ATL,20:26,4,11,3,9,0,1,1,1,2,2,3,0,0,1,11,0.364,0.333,0
2011,EAST,0,Ray Allen,BOS,17:09,4,9,2,7,2,2,1,3,4,2,0,0,1,2,12,0.444,0.286,1
2011,EAST,0,Paul Pierce,BOS,11:12,2,6,1,3,1,2,0,1,1,2,0,0,3,0,6,0.333,0.333,0.5
2011,EAST,0,Al Horford,ATL,10:20,1,3,0,0,0,0,1,2,3,0,0,1,0,2,2,0.333,,
2011,EAST,0,Kevin Garnett,BOS,7:32,2,3,0,0,0,0,0,5,5,2,0,1,0,0,4,0.667,,
2012,WEST,1,Kevin Durant,OKC,13:23,14,25,3,8,5,7,3,4,7,3,3,0,2,0,36,0.56,0.375,0.714
2012,WEST,1,Kobe Bryant,LAL,10:48,9,17,2,5,7,8,0,1,1,1,2,0,1,2,27,0.529,0.4,0.875
2012,WEST,1,Blake Griffin,LAC,7:26,9,12,1,2,3,6,3,5,8,3,2,0,1,3,22,0.75,0.5,0.5
2012,WEST,1,Chris Paul,LAC,6:57,3,7,2,5,0,0,0,5,5,12,1,0,2,1,8,0.429,0.4,
2012,WEST,1,Andrew Bynum,LAL,5:31,0,3,0,1,0,0,1,2,3,1,1,1,0,0,0,0,0,
2012,WEST,0,Russell Westbrook,OKC,3:31,10,17,1,4,0,2,5,0,5,2,2,0,1,3,21,0.588,0.25,0
2012,WEST,0,Kevin Love,MIN,18:24,7,12,2,4,1,3,2,5,7,1,3,0,1,0,17,0.583,0.5,0.333
2012,WEST,0,Dirk Nowitzki,DAL,13:44,3,8,1,5,0,0,2,2,4,1,0,0,0,1,7,0.375,0.2,
2012,WEST,0,Marc Gasol,MEM,13:32,2,5,0,0,0,0,1,2,3,0,0,0,1,2,4,0.4,,
2012,WEST,0,Tony Parker,SAS,12:16,3,5,0,0,0,0,1,1,2,4,0,0,1,0,6,0.6,,
2012,WEST,0,LaMarcus Aldridge,POR,9:48,2,5,0,0,0,0,0,1,1,1,0,0,0,0,4,0.4,,
2012,WEST,0,Steve Nash,PHO,4:40,0,0,0,0,0,0,0,0,0,4,0,0,1,0,0,,,
2012,EAST,1,Dwyane Wade,MIA,8:54,11,15,0,1,2,2,3,7,10,10,2,0,4,4,24,0.733,0,1
2012,EAST,1,LeBron James,MIA,8:09,15,23,6,8,0,0,0,6,6,7,0,0,4,2,36,0.652,0.75,
2012,EAST,1,Dwight Howard,ORL,7:10,4,9,0,4,1,2,5,5,10,3,0,1,1,4,9,0.444,0,0.5
2012,EAST,1,Carmelo Anthony,NYK,6:20,7,15,0,3,5,7,4,5,9,0,2,0,0,0,19,0.467,0,0.714
2012,EAST,1,Derrick Rose,CHI,18:17,6,8,2,2,0,0,1,0,1,3,0,0,2,1,14,0.75,1,
2012,EAST,0,Chris Bosh,MIA,20:08,3,9,1,2,0,0,1,1,2,1,2,1,1,2,7,0.333,0.5,
2012,EAST,0,Deron Williams,NJN,18:08,8,11,4,7,0,0,1,2,3,4,1,0,0,2,20,0.727,0.571,
2012,EAST,0,Rajon Rondo,BOS,15:34,1,3,0,0,0,0,0,2,2,8,0,0,4,1,2,0.333,,
2012,EAST,0,Andre Iguodala,PHI,14:11,6,7,0,1,0,0,1,3,4,2,1,1,1,0,12,0.857,0,
2012,EAST,0,Paul Pierce,BOS,11:07,1,8,1,4,0,0,1,1,2,0,0,1,2,1,3,0.125,0.25,
2012,EAST,0,Roy Hibbert,IND,10:11,1,3,0,0,1,1,1,2,3,1,0,0,0,0,3,0.333,,1
2012,EAST,0,Luol Deng,CHI,5:51,0,2,0,0,0,0,0,0,0,1,0,0,0,0,0,0,,
2013,WEST,1,Kevin Durant,OKC,7:22,13,24,3,8,1,1,0,6,6,1,2,0,0,3,30,0.542,0.375,1
2013,WEST,1,Kobe Bryant,LAL,3:36,4,9,0,3,1,2,2,2,4,8,2,2,1,2,9,0.444,0,0.5
2013,WEST,1,Blake Griffin,LAC,3:24,9,11,0,0,1,2,2,1,3,3,2,1,0,3,19,0.818,,0.5
2013,WEST,1,Chris Paul,LAC,3:17,7,10,4,5,2,3,0,0,0,15,4,0,3,0,20,0.7,0.8,0.667
2013,WEST,1,Dwight Howard,LAL,14:11,4,6,1,1,0,0,0,7,7,0,0,0,1,1,9,0.667,1,
2013,WEST,0,James Harden,HOU,1:50,6,13,3,8,0,0,1,5,6,3,0,0,2,2,15,0.462,0.375,
2013,WEST,0,Tony Parker,SAS,21:58,5,10,1,3,2,2,0,1,1,5,2,0,3,0,13,0.5,0.333,1
2013,WEST,0,Russell Westbrook,OKC,18:06,7,13,0,3,0,0,2,2,4,3,1,0,2,1,14,0.538,0,
2013,WEST,0,David Lee,GSW,13:25,3,4,0,0,0,0,0,2,2,0,2,0,1,1,6,0.75,,
2013,WEST,0,Zach Randolph,MEM,13:21,3,6,0,0,0,0,1,4,5,0,0,0,0,0,6,0.5,,
2013,WEST,0,LaMarcus Aldridge,POR,11:27,0,2,0,0,0,0,0,4,4,1,0,2,1,0,0,0,,
2013,WEST,0,Tim Duncan,SAS,8:03,1,4,0,1,0,0,1,2,3,0,0,0,1,1,2,0.25,0,
2013,EAST,1,Carmelo Anthony,NYK,6:30,8,14,3,7,7,9,5,7,12,3,0,0,1,0,26,0.571,0.429,0.778
2013,EAST,1,LeBron James,MIA,6:02,7,18,3,7,2,4,0,3,3,5,1,0,4,0,19,0.389,0.429,0.5
2013,EAST,1,Dwyane Wade,MIA,4:49,10,13,1,2,0,0,1,2,3,7,2,2,4,2,21,0.769,0.5,
2013,EAST,1,Chris Bosh,MIA,23:22,3,9,0,3,0,0,0,2,2,1,1,0,3,3,6,0.333,0,
2013,EAST,1,Kevin Garnett,BOS,6:26,0,2,0,0,0,0,1,2,3,1,0,0,1,0,0,0,,
2013,EAST,0,Kyrie Irving,CLE,0:46,6,11,3,6,0,0,2,1,3,4,0,0,2,1,15,0.545,0.5,
2013,EAST,0,Paul George,IND,20:03,7,13,3,6,0,0,1,2,3,4,2,0,0,0,17,0.538,0.5,
2013,EAST,0,Luol Deng,CHI,17:05,4,10,1,5,1,1,0,2,2,1,0,0,2,0,10,0.4,0.2,1
2013,EAST,0,Tyson Chandler,NYK,16:51,2,5,0,0,3,3,3,5,8,0,0,0,0,1,7,0.4,,1
2013,EAST,0,Joakim Noah,CHI,16:12,4,7,0,0,0,0,3,7,10,3,0,1,1,1,8,0.571,,
2013,EAST,0,Jrue Holiday,PHI,15:19,3,6,0,2,0,0,0,2,2,1,2,0,1,1,6,0.5,0,
2013,EAST,0,Brook Lopez,BRK,10:35,0,1,0,1,3,4,2,3,5,3,0,0,1,1,3,0,0,0.75
2014,EAST,1,Kyrie Irving,CLE,9:51,14,17,3,6,0,0,1,4,5,14,0,0,5,4,31,0.824,0.5,
2014,EAST,1,LeBron James,MIA,9:08,11,22,0,7,0,0,1,6,7,7,3,0,1,0,22,0.5,0,
2014,EAST,1,Paul George,IND,9:08,6,13,1,5,5,5,1,4,5,5,2,0,1,2,18,0.462,0.2,1
2014,EAST,1,Carmelo Anthony,NYK,6:06,10,18,8,13,2,2,3,2,5,2,0,0,0,3,30,0.556,0.615,1
2014,EAST,1,Dwyane Wade,MIA,11:41,5,6,0,0,0,0,1,0,1,3,2,0,1,0,10,0.833,,
2014,EAST,0,Joakim Noah,CHI,20:46,4,5,0,0,0,0,0,5,5,5,1,0,1,2,8,0.8,,
2014,EAST,0,John Wall,WAS,15:04,5,7,0,1,2,2,0,5,5,4,2,0,3,1,12,0.714,0,1
2014,EAST,0,DeMar DeRozan,TOR,14:52,4,7,0,1,0,0,1,2,3,2,0,0,0,0,8,0.571,0,
2014,EAST,0,Paul Millsap,ATL,14:52,3,5,0,2,0,0,0,3,3,1,0,0,0,0,6,0.6,0,
2014,EAST,0,Roy Hibbert,IND,12:19,4,5,0,1,0,0,1,4,5,2,0,0,1,0,8,0.8,0,
2014,EAST,0,Chris Bosh,MIA,10:07,2,3,1,2,0,0,0,2,2,0,2,0,1,1,5,0.667,0.5,
2014,EAST,0,Joe Johnson,BRK,10:06,2,7,1,6,0,0,0,1,1,1,0,0,0,1,5,0.286,0.167,
2014,WEST,1,Kevin Durant,OKC,10:43,14,27,6,17,4,4,3,7,10,6,1,0,1,0,38,0.519,0.353,1
2014,WEST,1,Kevin Love,MIN,8:46,5,11,2,7,1,4,1,8,9,2,1,0,1,0,13,0.455,0.286,0.25
2014,WEST,1,Blake Griffin,LAC,7:56,19,23,0,2,0,0,4,2,6,1,2,0,2,4,38,0.826,0,
2014,WEST,1,Stephen Curry,GSW,3:36,4,14,2,11,2,2,1,2,3,11,1,0,2,1,12,0.286,0.182,1
2014,WEST,1,James Harden,HOU,23:46,3,7,2,6,0,0,0,1,1,5,1,0,2,1,8,0.429,0.333,
2014,WEST,0,Chris Paul,LAC,0:29,4,9,1,4,2,2,2,2,4,13,3,0,3,1,11,0.444,0.25,1
2014,WEST,0,Dwight Howard,HOU,13:17,4,6,0,2,0,0,4,7,11,3,0,0,0,0,8,0.667,0,
2014,WEST,0,LaMarcus Aldridge,POR,13:17,2,9,0,0,0,0,3,2,5,0,0,0,0,0,4,0.222,,
2014,WEST,0,Tony Parker,SAS,11:25,2,5,0,0,0,0,1,1,2,1,0,0,1,0,4,0.4,,
2014,WEST,0,Anthony Davis,NOP,9:35,5,6,0,0,0,0,0,1,1,0,2,0,1,0,10,0.833,,
2014,WEST,0,Damian Lillard,POR,8:44,3,8,3,6,0,0,0,1,1,0,0,0,1,1,9,0.375,0.5,
2014,WEST,0,Dirk Nowitzki,DAL,8:26,0,2,0,1,0,0,0,1,1,0,0,0,0,0,0,0,0,
2015,WEST,1,James Harden,HOU,2:36,11,16,7,12,0,0,3,5,8,8,2,0,4,0,29,0.688,0.583,
2015,WEST,1,Stephen Curry,GSW,2:36,6,16,3,10,0,0,4,5,9,5,1,0,5,1,15,0.375,0.3,
2015,WEST,1,Marc Gasol,MEM,0:55,3,6,0,1,0,0,2,8,10,2,2,0,1,1,6,0.5,0,
2015,WEST,1,Klay Thompson,GSW,19:43,2,11,1,9,2,2,1,3,4,6,0,0,0,0,7,0.182,0.111,1
2015,WEST,1,LaMarcus Aldridge,POR,18:08,7,11,4,4,0,0,1,1,2,0,0,0,1,0,18,0.636,1,
2015,WEST,0,Chris Paul,LAC,2:46,6,13,0,3,0,0,1,5,6,15,2,0,2,0,12,0.462,0,
2015,WEST,0,Russell Westbrook,OKC,1:33,16,28,5,9,4,4,3,2,5,1,3,0,1,0,41,0.571,0.556,1
2015,WEST,0,DeMarcus Cousins,SAC,18:06,6,7,0,0,2,3,4,3,7,0,0,0,1,1,14,0.857,,0.667
2015,WEST,0,Damian Lillard,POR,16:28,4,12,3,9,0,0,2,0,2,2,1,0,4,0,11,0.333,0.333,
2015,WEST,0,Tim Duncan,SAS,15:14,1,2,0,0,0,0,1,8,9,2,0,0,0,0,2,0.5,,
2015,WEST,0,Dirk Nowitzki,DAL,12:00,2,5,1,2,0,0,2,3,5,0,2,0,0,0,5,0.4,0.5,
2015,WEST,0,Kevin Durant,OKC,9:55,1,6,1,6,0,0,0,3,3,1,1,0,2,0,3,0.167,0.167,
2015,EAST,1,LeBron James,CLE,7:45,11,21,4,12,4,5,1,4,5,7,2,0,4,1,30,0.524,0.333,0.8
2015,EAST,1,Carmelo Anthony,NYK,6:16,6,20,2,13,0,0,3,4,7,0,1,1,1,2,14,0.3,0.154,
2015,EAST,1,John Wall,WAS,5:17,9,16,1,4,0,0,0,3,3,7,2,0,4,1,19,0.563,0.25,
2015,EAST,1,Pau Gasol,CHI,1:44,5,7,0,0,0,0,4,8,12,2,1,1,0,0,10,0.714,,
2015,EAST,1,Kyle Lowry,TOR,1:35,4,13,2,11,0,0,1,2,3,8,4,0,1,0,10,0.308,0.182,
2015,EAST,0,Kyrie Irving,CLE,19:08,4,9,2,6,1,1,2,4,6,5,0,0,1,0,11,0.444,0.333,1
2015,EAST,0,Kyle Korver,ATL,15:35,7,13,7,12,0,0,0,1,1,2,0,0,0,1,21,0.538,0.583,
2015,EAST,0,Paul Millsap,ATL,15:35,2,6,1,3,0,0,1,5,6,3,2,0,2,0,5,0.333,0.333,
2015,EAST,0,Al Horford,ATL,13:30,4,6,0,0,0,0,3,4,7,2,0,0,1,1,8,0.667,,
2015,EAST,0,Jeff Teague,ATL,13:27,6,9,2,2,0,0,0,1,1,2,2,0,1,0,14,0.667,1,
2015,EAST,0,Chris Bosh,MIA,10:55,4,6,2,4,0,0,1,2,3,1,2,0,1,0,10,0.667,0.5,
2015,EAST,0,Jimmy Butler,CHI,9:13,3,4,0,1,0,0,1,0,1,1,2,0,2,0,6,0.75,0,
2016,WEST,1,Stephen Curry,GSW,4:50,10,18,6,13,0,0,1,4,5,6,4,0,2,1,26,0.556,0.462,
2016,WEST,1,Kobe Bryant,LAL,1:49,4,11,1,5,1,2,1,5,6,7,1,0,1,1,10,0.364,0.2,0.5
2016,WEST,1,Kawhi Leonard,SAS,1:39,8,15,1,6,0,0,3,3,6,3,2,0,2,0,17,0.533,0.167,
2016,WEST,1,Kevin Durant,OKC,22:55,11,18,1,8,0,0,2,3,5,7,2,0,0,0,23,0.611,0.125,
2016,WEST,1,Russell Westbrook,OKC,22:11,12,23,7,17,0,0,3,5,8,5,5,0,3,1,31,0.522,0.412,
2016,WEST,0,James Harden,HOU,21:05,8,14,7,12,0,0,0,4,4,3,0,0,1,0,23,0.571,0.583,
2016,WEST,0,Klay Thompson,GSW,21:05,3,11,3,10,0,0,1,1,2,2,1,0,0,0,9,0.273,0.3,
2016,WEST,0,Chris Paul,LAC,19:10,5,7,4,6,0,0,0,4,4,16,1,0,4,1,14,0.714,0.667,
2016,WEST,0,Anthony Davis,NOP,15:19,12,13,0,0,0,0,3,3,6,0,1,0,0,1,24,0.923,,
2016,WEST,0,LaMarcus Aldridge,SAS,14:13,2,8,0,1,0,0,1,3,4,1,1,0,0,0,4,0.25,0,
2016,WEST,0,Draymond Green,GSW,12:08,2,6,0,1,0,0,1,4,5,0,2,0,1,1,4,0.333,0,
2016,WEST,0,DeMarcus Cousins,SAC,11:36,5,5,1,1,0,0,1,3,4,1,0,0,0,2,11,1,1,
2016,EAST,1,Kyle Lowry,TOR,4:31,5,13,4,12,0,0,0,5,5,10,2,1,6,2,14,0.385,0.333,
2016,EAST,1,Paul George,IND,2:49,16,26,9,19,0,0,0,5,5,1,1,0,3,0,41,0.615,0.474,
2016,EAST,1,Carmelo Anthony,NYK,22:56,6,11,1,5,0,0,3,3,6,0,0,1,2,2,13,0.545,0.2,
2016,EAST,1,Dwyane Wade,MIA,22:56,4,7,0,1,0,0,1,3,4,6,2,0,3,0,8,0.571,0,
2016,EAST,1,LeBron James,CLE,20:13,6,13,1,5,0,0,0,4,4,7,0,0,4,0,13,0.462,0.2,
2016,EAST,0,John Wall,WAS,19:29,10,14,2,2,0,0,0,3,3,3,1,0,2,0,22,0.714,1,
2016,EAST,0,Paul Millsap,ATL,19:04,1,6,1,2,0,0,1,2,3,1,0,0,0,0,3,0.167,0.5,
2016,EAST,0,Isaiah Thomas,BOS,18:59,4,11,1,5,0,0,3,0,3,1,1,0,1,1,9,0.364,0.2,
2016,EAST,0,DeMar DeRozan,TOR,18:54,9,15,0,3,0,1,1,0,1,2,1,0,1,0,18,0.6,0,0
2016,EAST,0,Andre Drummond,DET,18:13,8,11,0,1,0,0,5,8,13,0,2,0,1,1,16,0.727,0,
2016,EAST,0,Pau Gasol,CHI,14:31,3,7,0,1,3,4,1,6,7,1,1,0,1,2,9,0.429,0,0.75
2016,EAST,0,Al Horford,ATL,9:25,3,3,1,3,0,0,0,3,3,2,0,0,0,0,7,1,0.333,
2017,WEST,1,Anthony Davis,NOP,7:50,26,39,0,4,0,0,4,6,10,0,2,0,1,1,52,0.667,0,
2017,WEST,1,James Harden,HOU,6:23,4,9,4,9,0,0,0,7,7,12,0,0,10,2,12,0.444,0.444,
2017,WEST,1,Stephen Curry,GSW,4:18,8,16,5,11,0,0,1,3,4,6,1,0,0,3,21,0.5,0.455,
2017,WEST,1,Kevin Durant,GSW,3:09,9,16,2,8,1,2,4,6,10,10,2,0,0,1,21,0.563,0.25,0.5
2017,WEST,1,Kawhi Leonard,SAS,14:47,2,4,0,2,0,0,0,2,2,2,1,0,0,0,4,0.5,0,
2017,WEST,0,Marc Gasol,MEM,21:29,5,7,0,2,0,0,3,7,10,8,1,1,2,0,10,0.714,0,
2017,WEST,0,Russell Westbrook,OKC,19:42,16,26,7,13,2,2,2,3,5,7,1,0,2,1,41,0.615,0.538,1
2017,WEST,0,Klay Thompson,GSW,17:37,5,9,2,6,0,0,0,2,2,5,0,0,0,1,12,0.556,0.333,
2017,WEST,0,Gordon Hayward,UTA,17:17,4,7,0,3,0,0,1,0,1,2,4,0,0,0,8,0.571,0,
2017,WEST,0,Draymond Green,GSW,16:31,1,2,0,0,0,0,0,7,7,6,3,0,2,1,2,0.5,,
2017,WEST,0,DeAndre Jordan,LAC,12:30,3,5,0,2,0,0,0,3,3,2,0,0,0,1,6,0.6,0,
2017,WEST,0,DeMarcus Cousins,SAC,2:27,1,3,1,3,0,0,0,0,0,0,1,0,0,0,3,0.333,0.333,
2017,EAST,1,DeMar DeRozan,TOR,0:02,8,15,0,0,0,0,1,4,5,6,2,0,4,0,16,0.533,,
2017,EAST,1,Giannis Antetokounmpo,MIL,22:53,14,17,0,1,2,2,3,3,6,1,3,1,0,0,30,0.824,0,1
2017,EAST,1,Kyrie Irving,CLE,21:52,8,12,6,8,0,0,2,5,7,14,3,0,2,1,22,0.667,0.75,
2017,EAST,1,LeBron James,CLE,19:29,10,17,3,8,0,0,0,3,3,1,0,0,4,2,23,0.588,0.375,
2017,EAST,1,Jimmy Butler,CHI,19:29,3,4,0,1,0,0,0,3,3,2,1,0,1,0,6,0.75,0,
2017,EAST,0,Paul George,IND,22:05,6,16,0,7,0,0,0,5,5,3,0,0,0,0,12,0.375,0,
2017,EAST,0,John Wall,WAS,20:58,6,12,0,2,0,0,1,5,6,4,4,0,3,1,12,0.5,0,
2017,EAST,0,Kemba Walker,CHO,20:15,3,6,1,4,0,0,1,2,3,6,1,0,0,0,7,0.5,0.25,
2017,EAST,0,Carmelo Anthony,NYK,19:00,4,8,2,6,0,0,0,3,3,0,0,0,0,0,10,0.5,0.333,
2017,EAST,0,Isaiah Thomas,BOS,18:48,7,15,4,10,2,2,1,0,1,3,0,0,2,0,20,0.467,0.4,1
2017,EAST,0,Kyle Lowry,TOR,17:43,7,11,5,9,0,0,1,2,3,0,2,0,3,1,19,0.636,0.556,
2017,EAST,0,Paul Millsap,ATL,13:26,2,4,1,3,0,0,0,5,5,3,1,0,0,0,5,0.5,0.333,
2018,LEBRON,1,LeBron James,CLE,7:17,12,17,4,8,1,1,0,10,10,8,1,0,5,2,29,0.706,0.5,1
2018,LEBRON,1,Kevin Durant,GSW,5:57,7,13,3,8,2,2,1,5,6,5,3,1,2,3,19,0.538,0.375,1
2018,LEBRON,1,Russell Westbrook,OKC,4:28,4,11,1,6,2,3,3,5,8,8,0,0,2,2,11,0.364,0.167,0.667
2018,LEBRON,1,Kyrie Irving,BOS,3:36,6,16,1,5,0,0,2,5,7,9,1,0,1,2,13,0.375,0.2,
2018,LEBRON,1,Anthony Davis,NOP,16:40,6,9,0,1,0,0,1,1,2,1,0,0,1,2,12,0.667,0,
2018,LEBRON,0,Paul George,OKC,2:30,6,15,4,10,0,0,1,4,5,4,1,0,0,2,16,0.4,0.4,
2018,LEBRON,0,Andre Drummond,DET,17:36,7,7,0,0,0,0,1,2,3,0,0,1,1,2,14,1,,
2018,LEBRON,0,Bradley Beal,WAS,16:51,5,10,4,8,0,0,0,0,0,0,1,0,1,1,14,0.5,0.5,
2018,LEBRON,0,Victor Oladipo,IND,15:00,3,8,1,6,0,0,0,2,2,3,3,0,0,0,7,0.375,0.167,
2018,LEBRON,0,Kemba Walker,CHO,14:09,5,10,1,5,0,0,1,1,2,1,0,0,0,0,11,0.5,0.2,
2018,LEBRON,0,Goran Dragic,MIA,11:28,1,3,0,1,0,0,0,4,4,1,0,0,1,2,2,0.333,0,
2018,LEBRON,0,LaMarcus Aldridge,SAS,4:28,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,,
2018,STEPH,1,James Harden,HOU,3:04,5,19,2,13,0,0,1,6,7,8,1,1,3,1,12,0.263,0.154,
2018,STEPH,1,DeMar DeRozan,TOR,2:46,7,13,1,3,6,7,2,4,6,2,2,0,2,1,21,0.538,0.333,0.857
2018,STEPH,1,Stephen Curry,GSW,2:35,4,14,3,11,0,0,2,4,6,5,1,0,6,0,11,0.286,0.273,
2018,STEPH,1,Giannis Antetokounmpo,MIL,2:34,6,14,0,2,4,6,4,3,7,2,0,0,2,2,16,0.429,0,0.667
2018,STEPH,1,Joel Embiid,PHI,20:05,8,13,2,4,1,1,3,5,8,1,1,2,0,3,19,0.615,0.5,1
2018,STEPH,0,Kyle Lowry,TOR,21:26,2,11,0,8,0,0,2,5,7,11,3,0,1,1,4,0.182,0,
2018,STEPH,0,Klay Thompson,GSW,21:25,5,11,5,10,0,0,1,3,4,0,0,0,1,0,15,0.455,0.5,
2018,STEPH,0,Damian Lillard,POR,20:56,9,14,3,8,0,0,2,1,3,2,0,0,1,0,21,0.643,0.375,
2018,STEPH,0,Draymond Green,GSW,18:14,0,0,0,0,3,4,3,2,5,2,1,2,0,0,3,,,0.75
2018,STEPH,0,Karl-Anthony Towns,MIN,18:11,7,11,1,4,2,2,4,6,10,0,0,0,1,0,17,0.636,0.25,1
2018,STEPH,0,Al Horford,BOS,12:46,2,4,0,2,2,2,0,5,5,2,1,0,0,0,6,0.5,0,1
2018,STEPH,0,JImmy Butler,MIN,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2019,LEBRON,1,LeBron James,LAL,2:32,9,17,1,8,0,1,2,6,8,4,0,2,1,1,19,0.529,0.125,0
2019,LEBRON,1,James Harden,HOU,2:13,4,13,4,13,0,0,0,4,4,3,1,0,3,1,12,0.308,0.308,
2019,LEBRON,1,Kevin Durant,GSW,1:26,10,15,6,9,5,5,0,7,7,2,1,2,2,1,31,0.667,0.667,1
2019,LEBRON,1,Kyrie Irving,BOS,0:45,6,12,1,4,0,0,4,5,9,6,1,1,1,3,13,0.5,0.25,
2019,LEBRON,1,Kawhi Leonard,TOR,18:33,7,14,5,11,0,0,1,4,5,2,0,1,0,1,19,0.5,0.455,
